Hierarchical_equality Compare Summary
checkpoint: models/hierarchical_equality_mlp_seed45.pt
seed: 45
device: cpu
requested_device: <auto>
target_vars: WX, YZ
pair_sizes: train=512, calibration=512, test=2048
factual_validation_exact_acc: 0.9987

GW
solver: epsilon_used=0.05, method=gw
selected soft matches:
WX: top_k=32, lambda=4.0, top_site=L3-d63, selection=(exact=0.5781, gold prob=0.5786), calibration=(exact=0.5781, gold prob=0.5786), test=(exact=0.5674, gold prob=0.5680)
YZ: top_k=2, lambda=4.0, top_site=L3-d63, selection=(exact=0.5469, gold prob=0.5467), calibration=(exact=0.5469, gold prob=0.5467), test=(exact=0.5127, gold prob=0.5120)

OT
solver: epsilon_used=0.05, method=ot
selected soft matches:
WX: top_k=9, lambda=4.0, top_site=L1-d22, selection=(exact=0.7109, gold prob=0.7122), calibration=(exact=0.7109, gold prob=0.7122), test=(exact=0.7163, gold prob=0.7157)
YZ: top_k=4, lambda=4.0, top_site=L0-d41, selection=(exact=0.7793, gold prob=0.7764), calibration=(exact=0.7793, gold prob=0.7764), test=(exact=0.7358, gold prob=0.7339)

FGW
solver: alpha=0.5, epsilon_used=0.05, method=fgw
selected soft matches:
WX: top_k=2, lambda=4.0, top_site=L0-d61, selection=(exact=0.4941, gold prob=0.4949), calibration=(exact=0.4941, gold prob=0.4949), test=(exact=0.5059, gold prob=0.5053)
YZ: top_k=47, lambda=4.0, top_site=L0-d0, selection=(exact=0.5488, gold prob=0.5433), calibration=(exact=0.5488, gold prob=0.5433), test=(exact=0.5186, gold prob=0.5197)

DAS
training: min_epochs=5, plateau_patience=2, plateau_rel_delta=0.01, type=plateau_on_train_loss
selected sites:
WX: site=L1-k32, layer=1, subspace_dim=32, epochs_ran=50, selection=(exact=0.8125, gold prob=0.8201), calibration=(exact=0.8125, gold prob=0.8201), test=(exact=0.8218, gold prob=0.8228)
YZ: site=L1-k32, layer=1, subspace_dim=32, epochs_ran=50, selection=(exact=0.8320, gold prob=0.8282), calibration=(exact=0.8320, gold prob=0.8282), test=(exact=0.8198, gold prob=0.8197)

Average Summary
DAS: exact_acc=0.8208, mean_true_class_prob=0.8213, runtime_s=17.39
FGW: exact_acc=0.5122, mean_true_class_prob=0.5125, runtime_s=7.56
GW: exact_acc=0.5400, mean_true_class_prob=0.5400, runtime_s=7.15
OT: exact_acc=0.7261, mean_true_class_prob=0.7248, runtime_s=7.29

------------------------------------------------------------------------

Candidate Sweeps

GW
calibration sweep:
WX:
WX [selected]: top_k=32, lambda=4, top_site=L3-d63, exact=0.5781, gold prob=0.5786
WX: top_k=2, lambda=3.5, top_site=L3-d63, exact=0.4961, gold prob=0.4935
WX: top_k=2, lambda=3.75, top_site=L3-d63, exact=0.4961, gold prob=0.4943
WX: top_k=2, lambda=4, top_site=L3-d63, exact=0.4941, gold prob=0.4936
WX: top_k=3, lambda=0.25, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=3, lambda=0.5, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=3, lambda=0.75, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=3, lambda=1, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=3, lambda=1.25, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=3, lambda=1.5, top_site=L3-d63, exact=0.4941, gold prob=0.4940
WX: top_k=3, lambda=1.75, top_site=L3-d63, exact=0.4941, gold prob=0.4934
WX: top_k=3, lambda=2, top_site=L3-d63, exact=0.4922, gold prob=0.4925
WX: top_k=3, lambda=2.25, top_site=L3-d63, exact=0.4922, gold prob=0.4923
WX: top_k=3, lambda=2.5, top_site=L3-d63, exact=0.4941, gold prob=0.4922
WX: top_k=3, lambda=2.75, top_site=L3-d63, exact=0.4902, gold prob=0.4918
WX: top_k=3, lambda=3, top_site=L3-d63, exact=0.4922, gold prob=0.4921
WX: top_k=3, lambda=3.25, top_site=L3-d63, exact=0.4922, gold prob=0.4929
WX: top_k=3, lambda=3.5, top_site=L3-d63, exact=0.4922, gold prob=0.4930
WX: top_k=3, lambda=3.75, top_site=L3-d63, exact=0.4922, gold prob=0.4920
WX: top_k=3, lambda=4, top_site=L3-d63, exact=0.4902, gold prob=0.4908
WX: top_k=4, lambda=0.25, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=4, lambda=0.5, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=4, lambda=0.75, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=4, lambda=1, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=4, lambda=1.25, top_site=L3-d63, exact=0.4941, gold prob=0.4940
WX: top_k=4, lambda=1.5, top_site=L3-d63, exact=0.4922, gold prob=0.4928
WX: top_k=4, lambda=1.75, top_site=L3-d63, exact=0.4922, gold prob=0.4922
WX: top_k=4, lambda=2, top_site=L3-d63, exact=0.4922, gold prob=0.4919
WX: top_k=4, lambda=2.25, top_site=L3-d63, exact=0.4902, gold prob=0.4913
WX: top_k=4, lambda=2.5, top_site=L3-d63, exact=0.4902, gold prob=0.4910
WX: top_k=4, lambda=2.75, top_site=L3-d63, exact=0.4922, gold prob=0.4912
WX: top_k=4, lambda=3, top_site=L3-d63, exact=0.4902, gold prob=0.4911
WX: top_k=4, lambda=3.25, top_site=L3-d63, exact=0.4922, gold prob=0.4910
WX: top_k=4, lambda=3.5, top_site=L3-d63, exact=0.4922, gold prob=0.4909
WX: top_k=4, lambda=3.75, top_site=L3-d63, exact=0.4883, gold prob=0.4908
WX: top_k=4, lambda=4, top_site=L3-d63, exact=0.4883, gold prob=0.4912
WX: top_k=5, lambda=0.25, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=5, lambda=0.5, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=5, lambda=0.75, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=5, lambda=1, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=5, lambda=1.25, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=5, lambda=1.5, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=5, lambda=1.75, top_site=L3-d63, exact=0.4941, gold prob=0.4936
WX: top_k=5, lambda=2, top_site=L3-d63, exact=0.4922, gold prob=0.4925
WX: top_k=5, lambda=2.25, top_site=L3-d63, exact=0.4922, gold prob=0.4921
WX: top_k=5, lambda=2.5, top_site=L3-d63, exact=0.4922, gold prob=0.4919
WX: top_k=5, lambda=2.75, top_site=L3-d63, exact=0.4922, gold prob=0.4915
WX: top_k=5, lambda=3, top_site=L3-d63, exact=0.4902, gold prob=0.4911
WX: top_k=5, lambda=3.25, top_site=L3-d63, exact=0.4902, gold prob=0.4910
WX: top_k=5, lambda=3.5, top_site=L3-d63, exact=0.4922, gold prob=0.4911
WX: top_k=5, lambda=3.75, top_site=L3-d63, exact=0.4902, gold prob=0.4912
WX: top_k=5, lambda=4, top_site=L3-d63, exact=0.4922, gold prob=0.4917
WX: top_k=6, lambda=0.25, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=6, lambda=0.5, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=6, lambda=0.75, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=6, lambda=1, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=6, lambda=1.25, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=6, lambda=1.5, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=6, lambda=1.75, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=6, lambda=2, top_site=L3-d63, exact=0.4941, gold prob=0.4938
WX: top_k=6, lambda=2.25, top_site=L3-d63, exact=0.4922, gold prob=0.4930
WX: top_k=6, lambda=2.5, top_site=L3-d63, exact=0.4922, gold prob=0.4923
WX: top_k=6, lambda=2.75, top_site=L3-d63, exact=0.4922, gold prob=0.4920
WX: top_k=6, lambda=3, top_site=L3-d63, exact=0.4922, gold prob=0.4916
WX: top_k=6, lambda=3.25, top_site=L3-d63, exact=0.4922, gold prob=0.4909
WX: top_k=6, lambda=3.5, top_site=L3-d63, exact=0.4883, gold prob=0.4899
WX: top_k=6, lambda=3.75, top_site=L3-d63, exact=0.4883, gold prob=0.4892
WX: top_k=6, lambda=4, top_site=L3-d63, exact=0.4883, gold prob=0.4893
WX: top_k=7, lambda=0.25, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=7, lambda=0.5, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=7, lambda=0.75, top_site=L3-d63, exact=0.4941, gold prob=0.4942
WX: top_k=7, lambda=1, top_site=L3-d63, exact=0.4941, gold prob=0.4951
WX: top_k=7, lambda=1.25, top_site=L3-d63, exact=0.4961, gold prob=0.4962
WX: top_k=7, lambda=1.5, top_site=L3-d63, exact=0.4980, gold prob=0.4981
WX: top_k=7, lambda=1.75, top_site=L3-d63, exact=0.5020, gold prob=0.5010
WX: top_k=7, lambda=2, top_site=L3-d63, exact=0.5020, gold prob=0.5029
WX: top_k=7, lambda=2.25, top_site=L3-d63, exact=0.5059, gold prob=0.5046
WX: top_k=7, lambda=2.5, top_site=L3-d63, exact=0.5059, gold prob=0.5058
WX: top_k=7, lambda=2.75, top_site=L3-d63, exact=0.5059, gold prob=0.5070
WX: top_k=7, lambda=3, top_site=L3-d63, exact=0.5098, gold prob=0.5096
WX: top_k=7, lambda=3.25, top_site=L3-d63, exact=0.5117, gold prob=0.5128
WX: top_k=7, lambda=3.5, top_site=L3-d63, exact=0.5156, gold prob=0.5171
WX: top_k=7, lambda=3.75, top_site=L3-d63, exact=0.5215, gold prob=0.5232
WX: top_k=7, lambda=4, top_site=L3-d63, exact=0.5254, gold prob=0.5288
WX: top_k=8, lambda=0.25, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=8, lambda=0.5, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=8, lambda=0.75, top_site=L3-d63, exact=0.4941, gold prob=0.4942
WX: top_k=8, lambda=1, top_site=L3-d63, exact=0.4941, gold prob=0.4945
WX: top_k=8, lambda=1.25, top_site=L3-d63, exact=0.4961, gold prob=0.4956
WX: top_k=8, lambda=1.5, top_site=L3-d63, exact=0.4961, gold prob=0.4964
WX: top_k=8, lambda=1.75, top_site=L3-d63, exact=0.4980, gold prob=0.4983
WX: top_k=8, lambda=2, top_site=L3-d63, exact=0.5020, gold prob=0.5010
WX: top_k=8, lambda=2.25, top_site=L3-d63, exact=0.5020, gold prob=0.5027
WX: top_k=8, lambda=2.5, top_site=L3-d63, exact=0.5039, gold prob=0.5041
WX: top_k=8, lambda=2.75, top_site=L3-d63, exact=0.5059, gold prob=0.5053
WX: top_k=8, lambda=3, top_site=L3-d63, exact=0.5059, gold prob=0.5060
WX: top_k=8, lambda=3.25, top_site=L3-d63, exact=0.5059, gold prob=0.5072
WX: top_k=8, lambda=3.5, top_site=L3-d63, exact=0.5098, gold prob=0.5096
WX: top_k=8, lambda=3.75, top_site=L3-d63, exact=0.5098, gold prob=0.5127
WX: top_k=8, lambda=4, top_site=L3-d63, exact=0.5156, gold prob=0.5169
WX: top_k=9, lambda=0.25, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=9, lambda=0.5, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=9, lambda=0.75, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=9, lambda=1, top_site=L3-d63, exact=0.4941, gold prob=0.4942
WX: top_k=9, lambda=1.25, top_site=L3-d63, exact=0.4941, gold prob=0.4949
WX: top_k=9, lambda=1.5, top_site=L3-d63, exact=0.4961, gold prob=0.4959
WX: top_k=9, lambda=1.75, top_site=L3-d63, exact=0.4961, gold prob=0.4966
WX: top_k=9, lambda=2, top_site=L3-d63, exact=0.4980, gold prob=0.4987
WX: top_k=9, lambda=2.25, top_site=L3-d63, exact=0.5020, gold prob=0.5012
WX: top_k=9, lambda=2.5, top_site=L3-d63, exact=0.5020, gold prob=0.5026
WX: top_k=9, lambda=2.75, top_site=L3-d63, exact=0.5039, gold prob=0.5037
WX: top_k=9, lambda=3, top_site=L3-d63, exact=0.5059, gold prob=0.5047
WX: top_k=9, lambda=3.25, top_site=L3-d63, exact=0.5039, gold prob=0.5052
WX: top_k=9, lambda=3.5, top_site=L3-d63, exact=0.5059, gold prob=0.5061
WX: top_k=9, lambda=3.75, top_site=L3-d63, exact=0.5059, gold prob=0.5078
WX: top_k=9, lambda=4, top_site=L3-d63, exact=0.5098, gold prob=0.5101
WX: top_k=10, lambda=0.25, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=10, lambda=0.5, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=10, lambda=0.75, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=10, lambda=1, top_site=L3-d63, exact=0.4941, gold prob=0.4942
WX: top_k=10, lambda=1.25, top_site=L3-d63, exact=0.4941, gold prob=0.4944
WX: top_k=10, lambda=1.5, top_site=L3-d63, exact=0.4961, gold prob=0.4952
WX: top_k=10, lambda=1.75, top_site=L3-d63, exact=0.4961, gold prob=0.4960
WX: top_k=10, lambda=2, top_site=L3-d63, exact=0.4961, gold prob=0.4969
WX: top_k=10, lambda=2.25, top_site=L3-d63, exact=0.4980, gold prob=0.4992
WX: top_k=10, lambda=2.5, top_site=L3-d63, exact=0.5020, gold prob=0.5014
WX: top_k=10, lambda=2.75, top_site=L3-d63, exact=0.5020, gold prob=0.5025
WX: top_k=10, lambda=3, top_site=L3-d63, exact=0.5039, gold prob=0.5034
WX: top_k=10, lambda=3.25, top_site=L3-d63, exact=0.5059, gold prob=0.5042
WX: top_k=10, lambda=3.5, top_site=L3-d63, exact=0.5039, gold prob=0.5049
WX: top_k=10, lambda=3.75, top_site=L3-d63, exact=0.5059, gold prob=0.5055
WX: top_k=10, lambda=4, top_site=L3-d63, exact=0.5059, gold prob=0.5066
WX: top_k=11, lambda=0.25, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=11, lambda=0.5, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=11, lambda=0.75, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=11, lambda=1, top_site=L3-d63, exact=0.4941, gold prob=0.4942
WX: top_k=11, lambda=1.25, top_site=L3-d63, exact=0.4941, gold prob=0.4944
WX: top_k=11, lambda=1.5, top_site=L3-d63, exact=0.4941, gold prob=0.4953
WX: top_k=11, lambda=1.75, top_site=L3-d63, exact=0.4980, gold prob=0.4971
WX: top_k=11, lambda=2, top_site=L3-d63, exact=0.4980, gold prob=0.4983
WX: top_k=11, lambda=2.25, top_site=L3-d63, exact=0.5000, gold prob=0.5003
WX: top_k=11, lambda=2.5, top_site=L3-d63, exact=0.5020, gold prob=0.5035
WX: top_k=11, lambda=2.75, top_site=L3-d63, exact=0.5078, gold prob=0.5074
WX: top_k=11, lambda=3, top_site=L3-d63, exact=0.5137, gold prob=0.5123
WX: top_k=11, lambda=3.25, top_site=L3-d63, exact=0.5156, gold prob=0.5159
WX: top_k=11, lambda=3.5, top_site=L3-d63, exact=0.5176, gold prob=0.5189
WX: top_k=11, lambda=3.75, top_site=L3-d63, exact=0.5195, gold prob=0.5218
WX: top_k=11, lambda=4, top_site=L3-d63, exact=0.5234, gold prob=0.5243
WX: top_k=12, lambda=0.25, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=12, lambda=0.5, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=12, lambda=0.75, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=12, lambda=1, top_site=L3-d63, exact=0.4941, gold prob=0.4942
WX: top_k=12, lambda=1.25, top_site=L3-d63, exact=0.4941, gold prob=0.4942
WX: top_k=12, lambda=1.5, top_site=L3-d63, exact=0.4941, gold prob=0.4947
WX: top_k=12, lambda=1.75, top_site=L3-d63, exact=0.4941, gold prob=0.4961
WX: top_k=12, lambda=2, top_site=L3-d63, exact=0.4980, gold prob=0.4976
WX: top_k=12, lambda=2.25, top_site=L3-d63, exact=0.4980, gold prob=0.4987
WX: top_k=12, lambda=2.5, top_site=L3-d63, exact=0.5000, gold prob=0.5006
WX: top_k=12, lambda=2.75, top_site=L3-d63, exact=0.5020, gold prob=0.5036
WX: top_k=12, lambda=3, top_site=L3-d63, exact=0.5078, gold prob=0.5076
WX: top_k=12, lambda=3.25, top_site=L3-d63, exact=0.5137, gold prob=0.5121
WX: top_k=12, lambda=3.5, top_site=L3-d63, exact=0.5156, gold prob=0.5153
WX: top_k=12, lambda=3.75, top_site=L3-d63, exact=0.5176, gold prob=0.5177
WX: top_k=12, lambda=4, top_site=L3-d63, exact=0.5195, gold prob=0.5202
WX: top_k=13, lambda=0.25, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=13, lambda=0.5, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=13, lambda=0.75, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=13, lambda=1, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=13, lambda=1.25, top_site=L3-d63, exact=0.4941, gold prob=0.4942
WX: top_k=13, lambda=1.5, top_site=L3-d63, exact=0.4941, gold prob=0.4944
WX: top_k=13, lambda=1.75, top_site=L3-d63, exact=0.4941, gold prob=0.4950
WX: top_k=13, lambda=2, top_site=L3-d63, exact=0.4980, gold prob=0.4964
WX: top_k=13, lambda=2.25, top_site=L3-d63, exact=0.4980, gold prob=0.4977
WX: top_k=13, lambda=2.5, top_site=L3-d63, exact=0.4980, gold prob=0.4989
WX: top_k=13, lambda=2.75, top_site=L3-d63, exact=0.5000, gold prob=0.5010
WX: top_k=13, lambda=3, top_site=L3-d63, exact=0.5020, gold prob=0.5042
WX: top_k=13, lambda=3.25, top_site=L3-d63, exact=0.5078, gold prob=0.5081
WX: top_k=13, lambda=3.5, top_site=L3-d63, exact=0.5098, gold prob=0.5120
WX: top_k=13, lambda=3.75, top_site=L3-d63, exact=0.5156, gold prob=0.5154
WX: top_k=13, lambda=4, top_site=L3-d63, exact=0.5195, gold prob=0.5182
WX: top_k=14, lambda=0.25, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=14, lambda=0.5, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=14, lambda=0.75, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=14, lambda=1, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=14, lambda=1.25, top_site=L3-d63, exact=0.4941, gold prob=0.4942
WX: top_k=14, lambda=1.5, top_site=L3-d63, exact=0.4941, gold prob=0.4942
WX: top_k=14, lambda=1.75, top_site=L3-d63, exact=0.4941, gold prob=0.4945
WX: top_k=14, lambda=2, top_site=L3-d63, exact=0.4941, gold prob=0.4951
WX: top_k=14, lambda=2.25, top_site=L3-d63, exact=0.4961, gold prob=0.4964
WX: top_k=14, lambda=2.5, top_site=L3-d63, exact=0.4980, gold prob=0.4979
WX: top_k=14, lambda=2.75, top_site=L3-d63, exact=0.4980, gold prob=0.4998
WX: top_k=14, lambda=3, top_site=L3-d63, exact=0.5020, gold prob=0.5029
WX: top_k=14, lambda=3.25, top_site=L3-d63, exact=0.5059, gold prob=0.5058
WX: top_k=14, lambda=3.5, top_site=L3-d63, exact=0.5078, gold prob=0.5083
WX: top_k=14, lambda=3.75, top_site=L3-d63, exact=0.5098, gold prob=0.5107
WX: top_k=14, lambda=4, top_site=L3-d63, exact=0.5098, gold prob=0.5131
WX: top_k=15, lambda=0.25, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=15, lambda=0.5, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=15, lambda=0.75, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=15, lambda=1, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=15, lambda=1.25, top_site=L3-d63, exact=0.4941, gold prob=0.4942
WX: top_k=15, lambda=1.5, top_site=L3-d63, exact=0.4941, gold prob=0.4942
WX: top_k=15, lambda=1.75, top_site=L3-d63, exact=0.4941, gold prob=0.4943
WX: top_k=15, lambda=2, top_site=L3-d63, exact=0.4941, gold prob=0.4947
WX: top_k=15, lambda=2.25, top_site=L3-d63, exact=0.4941, gold prob=0.4956
WX: top_k=15, lambda=2.5, top_site=L3-d63, exact=0.4980, gold prob=0.4969
WX: top_k=15, lambda=2.75, top_site=L3-d63, exact=0.4980, gold prob=0.4985
WX: top_k=15, lambda=3, top_site=L3-d63, exact=0.5000, gold prob=0.5009
WX: top_k=15, lambda=3.25, top_site=L3-d63, exact=0.5020, gold prob=0.5039
WX: top_k=15, lambda=3.5, top_site=L3-d63, exact=0.5078, gold prob=0.5072
WX: top_k=15, lambda=3.75, top_site=L3-d63, exact=0.5098, gold prob=0.5102
WX: top_k=15, lambda=4, top_site=L3-d63, exact=0.5137, gold prob=0.5129
WX: top_k=16, lambda=0.25, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=16, lambda=0.5, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=16, lambda=0.75, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=16, lambda=1, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=16, lambda=1.25, top_site=L3-d63, exact=0.4941, gold prob=0.4941
WX: top_k=16, lambda=1.5, top_site=L3-d63, exact=0.4941, gold prob=0.4942
WX: top_k=16, lambda=1.75, top_site=L3-d63, exact=0.4941, gold prob=0.4942
WX: top_k=16, lambda=2, top_site=L3-d63, exact=0.4941, gold prob=0.4944
WX: top_k=16, lambda=2.25, top_site=L3-d63, exact=0.4941, gold prob=0.4949
WX: top_k=16, lambda=2.5, top_site=L3-d63, exact=0.4941, gold prob=0.4959
WX: top_k=16, lambda=2.75, top_site=L3-d63, exact=0.4980, gold prob=0.4973
WX: top_k=16, lambda=3, top_site=L3-d63, exact=0.4980, gold prob=0.4992
WX: top_k=16, lambda=3.25, top_site=L3-d63, exact=0.5000, gold prob=0.5019
WX: top_k=16, lambda=3.5, top_site=L3-d63, exact=0.5059, gold prob=0.5049
WX: top_k=16, lambda=3.75, top_site=L3-d63, exact=0.5098, gold prob=0.5075
WX: top_k=16, lambda=4, top_site=L3-d63, exact=0.5078, gold prob=0.5097
